Age Group,Gender,City,Occupation,Income Range,Shopping Frequency,Spend Per Transaction,Preferred Categories,Payment Methods,Purchase Factor,Willing to Try New Platform,Expected Monthly Spend,Subscribed to Loyalty Program,Loyalty Engagement Factors,Referral Likelihood,Offer Preferences,Preferred Shopping Time,Preferred Shopping Day,Experienced Delivery Issues,Delivery Issue Types,Willing to Pay for Fast Delivery,Cluster
2,1,2,4,3,3,6635,Home & Kitchen;Groceries;Toys,COD;UPI,0,2,8094,0,Early Access,0,Free Delivery;Flat Discounts;Surprise Gifts,0,0,0,Poor Packaging,2,2
0,0,0,4,2,2,2421,Clothing;Beauty & Wellness,UPI,1,1,3842,1,Exclusive Deals;Cashback;Recommendations,2,Free Delivery;Flat Discounts;BOGO,1,0,0,Delays;None;Payment Issues,1,0
2,2,4,3,2,3,1000,Beauty & Wellness;Electronics,Wallet;UPI,1,2,1931,1,Recommendations;Early Access;Exclusive Deals,0,BOGO;Surprise Gifts,0,0,0,Poor Packaging,1,0
0,0,1,4,2,1,363,Electronics;Clothing;Beauty & Wellness,COD;Wallet;UPI,1,0,644,1,Cashback,1,BOGO,1,0,0,Poor Packaging;None;Delays,1,3
0,0,3,4,0,3,2254,Beauty & Wellness;Toys,Wallet;COD;UPI,1,2,2687,1,Exclusive Deals;Early Access,0,Flat Discounts;Free Delivery;BOGO,3,0,0,Payment Issues;Delays,1,0
0,1,4,2,0,3,2532,Groceries,COD,2,1,3142,0,Cashback,1,Surprise Gifts,1,1,0,None;Delays;Wrong Item,2,1
2,0,1,2,1,1,402,Clothing;Groceries;Home & Kitchen,COD;Card;UPI,3,2,884,1,Recommendations;Exclusive Deals;Early Access,1,Surprise Gifts;Free Delivery,3,0,0,Delays;Payment Issues,1,3
1,0,4,4,2,3,1876,Groceries;Beauty & Wellness;Clothing,COD;UPI;Wallet,1,0,3872,0,Exclusive Deals,1,Free Delivery;Surprise Gifts;Flat Discounts,3,1,0,Delays;Payment Issues,1,1
1,1,0,2,3,1,1735,Home & Kitchen;Toys,Wallet;COD;UPI,0,2,2166,0,Exclusive Deals;Cashback;Recommendations,2,Flat Discounts;Surprise Gifts;BOGO,1,0,0,None;Poor Packaging,0,3
1,1,3,2,1,3,1127,Groceries,UPI;Wallet;Card,0,2,2415,0,Recommendations;Exclusive Deals,0,BOGO;Free Delivery,1,1,0,Delays;None,0,1
2,0,1,1,0,3,4959,Beauty & Wellness,UPI;COD;Card,3,2,6324,0,Recommendations,0,Flat Discounts;Free Delivery,0,0,0,Payment Issues,2,2
1,1,5,1,2,3,2195,Groceries,UPI,2,2,3194,1,Exclusive Deals,2,Surprise Gifts,0,1,1,Delays;Wrong Item;Poor Packaging,2,0
2,1,3,4,0,3,1707,Clothing;Toys,COD;UPI;Card,3,2,2448,0,Exclusive Deals;Recommendations,2,BOGO;Surprise Gifts;Flat Discounts,1,0,1,Payment Issues;Wrong Item,0,1
1,1,5,4,2,1,1752,Electronics,COD,1,2,3102,1,Recommendations,0,BOGO,1,0,0,Poor Packaging,1,3
1,1,4,3,2,3,1226,Beauty & Wellness;Home & Kitchen,Card;COD;Wallet,2,2,1959,0,Cashback,2,Surprise Gifts;Flat Discounts;Free Delivery,2,0,0,Payment Issues,0,1
1,0,2,3,0,2,1118,Clothing;Toys,COD;Card,2,2,1413,0,Early Access;Cashback,2,Surprise Gifts;Flat Discounts;BOGO,2,1,0,Payment Issues,2,1
1,0,3,2,0,2,127,Home & Kitchen;Groceries,Wallet,1,2,2120,0,Recommendations;Cashback;Exclusive Deals,1,Free Delivery,1,0,0,Delays;Poor Packaging;Payment Issues,1,1
2,0,4,4,0,3,1463,Clothing,Wallet,0,1,2020,1,Recommendations;Cashback;Early Access,2,Surprise Gifts;BOGO;Flat Discounts,0,0,1,Wrong Item;Payment Issues,1,0
1,1,5,0,3,3,2463,Home & Kitchen;Beauty & Wellness,Card,1,1,3392,1,Exclusive Deals;Recommendations,1,BOGO,0,0,1,Payment Issues;Poor Packaging,0,0
0,1,0,1,1,1,5694,Groceries;Beauty & Wellness,COD;UPI;Wallet,3,1,8098,1,Recommendations;Early Access;Cashback,3,Free Delivery,1,0,1,Poor Packaging;Payment Issues,2,2
3,1,0,2,3,2,686,Electronics,Card;COD;UPI,1,1,2842,1,Recommendations;Early Access;Exclusive Deals,1,Free Delivery;BOGO;Surprise Gifts,3,1,1,Payment Issues;Delays;Poor Packaging,2,0
1,1,2,2,2,3,1861,Home & Kitchen;Beauty & Wellness,Card;COD,0,2,3185,1,Early Access;Cashback;Recommendations,1,Flat Discounts;Free Delivery,0,0,0,None,1,0
1,1,3,4,0,3,1972,Clothing,Wallet;Card;COD,1,2,2958,0,Cashback;Recommendations;Exclusive Deals,2,BOGO,3,0,0,Delays;Wrong Item,0,1
3,0,3,3,0,3,1248,Groceries;Electronics;Home & Kitchen,UPI;Wallet;Card,3,2,1740,1,Recommendations,0,BOGO,3,1,0,None;Payment Issues,0,0
1,1,3,4,2,1,1390,Beauty & Wellness;Home & Kitchen,Card;UPI;COD,3,1,3165,0,Cashback;Recommendations,3,Flat Discounts;Free Delivery,3,1,0,Payment Issues;None;Poor Packaging,0,3
0,0,4,3,2,3,1758,Toys;Beauty & Wellness;Groceries,Card;COD;Wallet,0,0,4236,0,Recommendations;Exclusive Deals,3,BOGO,0,1,0,None,0,1
3,1,2,3,1,1,1506,Electronics;Toys;Beauty & Wellness,COD;UPI,3,2,3787,0,Early Access;Cashback,3,Free Delivery,1,0,0,Payment Issues;Poor Packaging;None,2,3
1,1,3,4,1,3,2200,Groceries,COD;UPI;Card,3,2,3215,1,Cashback;Early Access;Recommendations,0,BOGO,0,0,0,Payment Issues;Wrong Item,2,0
1,1,4,0,0,0,3062,Groceries;Beauty & Wellness;Toys,Card;Wallet;COD,1,2,4096,1,Exclusive Deals;Early Access,3,Surprise Gifts;BOGO;Free Delivery,0,0,0,Wrong Item;None;Payment Issues,2,3
0,2,0,4,0,3,574,Beauty & Wellness,Wallet,2,2,1028,0,Early Access;Exclusive Deals,3,BOGO;Flat Discounts,3,1,1,Poor Packaging;Payment Issues,2,1
2,0,5,4,0,3,2337,Home & Kitchen,Wallet;UPI;COD,3,2,3958,1,Cashback,0,Free Delivery,1,0,1,Wrong Item;Delays;Poor Packaging,0,0
1,0,4,4,2,3,1663,Clothing;Groceries;Home & Kitchen,UPI,3,2,4100,0,Recommendations;Cashback,3,Surprise Gifts;Free Delivery,0,0,1,Payment Issues;Wrong Item;None,0,1
1,1,0,4,0,3,2432,Beauty & Wellness,COD;Wallet,0,0,3160,1,Cashback;Exclusive Deals,2,Free Delivery,1,0,1,Payment Issues,2,0
3,1,0,3,0,3,2034,Beauty & Wellness;Home & Kitchen;Groceries,Wallet,0,2,3304,0,Exclusive Deals,2,Free Delivery;BOGO,2,0,0,None;Poor Packaging,1,1
2,0,5,0,2,3,1636,Toys;Home & Kitchen;Electronics,COD,1,0,2062,0,Early Access;Recommendations,1,BOGO;Flat Discounts;Free Delivery,3,1,1,None;Wrong Item,0,1
0,1,0,4,3,3,2056,Electronics,Card;Wallet;COD,1,1,3594,0,Recommendations;Exclusive Deals,1,BOGO;Free Delivery;Surprise Gifts,0,0,0,Wrong Item;Payment Issues,1,1
1,0,2,0,0,2,1363,Groceries;Toys,Wallet;UPI;Card,3,1,3720,1,Early Access;Recommendations,1,Surprise Gifts,0,0,0,Payment Issues;Poor Packaging;Wrong Item,2,0
0,1,5,3,1,3,1135,Groceries;Clothing;Home & Kitchen,Wallet;COD;UPI,2,1,2656,1,Recommendations;Cashback,2,BOGO;Flat Discounts,2,1,0,Wrong Item;Poor Packaging;Delays,1,0
2,1,0,1,0,3,2086,Home & Kitchen;Beauty & Wellness;Electronics,COD;UPI;Wallet,2,1,3312,0,Recommendations;Cashback,2,Flat Discounts,1,0,0,Poor Packaging;Delays,2,1
0,1,1,4,0,3,1093,Electronics,Wallet,1,1,2973,0,Recommendations;Cashback;Early Access,2,Surprise Gifts;BOGO;Free Delivery,1,0,0,Delays;Payment Issues;None,1,1
1,1,4,4,0,2,1985,Toys,COD;Wallet,0,1,3616,1,Cashback,1,Flat Discounts;BOGO;Free Delivery,0,1,0,Wrong Item;None,1,0
2,0,0,4,2,3,1618,Beauty & Wellness;Home & Kitchen,COD,3,2,3632,1,Exclusive Deals,1,Flat Discounts;Free Delivery;Surprise Gifts,2,1,1,Payment Issues,2,0
2,1,2,2,0,1,202,Clothing;Home & Kitchen,Wallet,3,0,1534,1,Recommendations,1,Flat Discounts;Surprise Gifts,3,0,0,Delays;Wrong Item;Poor Packaging,0,3
1,1,3,4,1,1,1255,Clothing;Groceries;Home & Kitchen,COD,2,1,3311,0,Exclusive Deals;Early Access,1,Free Delivery;Surprise Gifts,3,0,0,Poor Packaging;Delays,1,3
2,1,0,4,1,1,1800,Beauty & Wellness,UPI;Wallet;Card,1,1,2292,1,Recommendations;Cashback,1,BOGO;Free Delivery,1,0,0,None;Wrong Item;Payment Issues,1,3
0,1,3,2,0,3,1356,Toys;Groceries;Home & Kitchen,COD;UPI,2,0,2281,0,Cashback;Exclusive Deals,1,Surprise Gifts;BOGO;Free Delivery,2,1,0,Payment Issues,0,1
2,0,1,0,0,1,100,Home & Kitchen;Toys;Beauty & Wellness,Card;Wallet;UPI,2,2,2112,0,Recommendations;Exclusive Deals,2,BOGO;Surprise Gifts;Flat Discounts,3,1,0,Delays;Poor Packaging;Payment Issues,2,3
0,0,0,4,3,3,2392,Home & Kitchen;Groceries;Beauty & Wellness,Wallet,1,2,4887,0,Cashback;Early Access,0,BOGO,3,0,1,Payment Issues,2,1
1,0,5,0,2,3,1701,Groceries,COD,0,2,1850,0,Cashback,0,Free Delivery,3,0,1,Delays;Payment Issues;Poor Packaging,0,1
2,0,3,4,0,1,1866,Toys;Electronics,Wallet;Card;COD,3,2,3362,0,Cashback;Recommendations,1,BOGO;Flat Discounts;Surprise Gifts,3,0,0,None;Delays;Poor Packaging,2,3
0,1,1,4,0,3,1316,Home & Kitchen;Groceries,Wallet;UPI,0,1,2466,0,Exclusive Deals;Cashback,0,Free Delivery;BOGO,0,0,0,None;Wrong Item,0,1
0,0,5,4,1,1,1918,Toys;Electronics;Beauty & Wellness,Wallet,1,2,2817,1,Early Access;Recommendations;Cashback,0,Flat Discounts;BOGO,2,0,0,Payment Issues,2,3
2,1,5,2,3,0,2700,Toys;Home & Kitchen,UPI,1,2,4592,1,Cashback;Early Access;Recommendations,2,Free Delivery;Flat Discounts,1,1,1,Wrong Item;None;Delays,2,3
2,1,5,2,0,1,1158,Clothing;Electronics;Beauty & Wellness,UPI;Card,3,2,2621,0,Cashback;Recommendations,1,BOGO,1,0,0,Poor Packaging;Wrong Item;Delays,1,3
1,0,5,4,1,3,2600,Home & Kitchen,UPI;COD;Card,0,2,5048,0,Cashback;Exclusive Deals,1,Surprise Gifts,1,0,0,Payment Issues;None;Delays,2,1
2,1,0,4,1,3,1839,Toys;Home & Kitchen;Beauty & Wellness,UPI,3,1,3504,0,Early Access,0,Surprise Gifts;Flat Discounts,1,0,0,Wrong Item;Delays;Poor Packaging,0,1
1,0,4,4,0,3,1078,Toys,Wallet,2,1,3391,1,Cashback;Exclusive Deals;Early Access,1,Flat Discounts;BOGO,1,0,0,Payment Issues;Delays;Poor Packaging,1,0
0,1,0,2,0,2,2927,Electronics,Card,2,2,5390,0,Cashback;Exclusive Deals;Recommendations,1,Surprise Gifts;BOGO;Flat Discounts,1,0,0,Wrong Item,0,1
1,0,0,2,0,3,1834,Toys;Electronics;Clothing,Card,2,2,1934,1,Cashback,1,Surprise Gifts;Flat Discounts,0,0,0,None;Poor Packaging;Wrong Item,0,0
0,0,1,4,3,3,2005,Beauty & Wellness,COD;Wallet;Card,0,2,3124,0,Recommendations;Exclusive Deals,1,Flat Discounts;Surprise Gifts;Free Delivery,1,0,0,None,2,1
3,0,1,1,0,3,1438,Beauty & Wellness;Clothing,Card;UPI;Wallet,2,2,2822,1,Early Access;Recommendations;Cashback,0,Free Delivery;Flat Discounts;BOGO,1,0,1,Payment Issues,0,0
1,0,4,0,1,1,1122,Toys;Clothing,Wallet;UPI;COD,3,2,1284,0,Cashback;Early Access,3,Surprise Gifts;Free Delivery;Flat Discounts,1,0,1,Delays;Wrong Item;Poor Packaging,1,3
1,0,1,4,0,3,1700,Home & Kitchen;Toys,UPI;Wallet,0,0,3669,1,Recommendations;Exclusive Deals;Cashback,0,BOGO;Free Delivery,2,1,0,Poor Packaging,1,0
1,1,2,3,1,3,2548,Toys;Electronics,COD;Card,3,2,4917,1,Cashback,2,BOGO;Free Delivery;Surprise Gifts,0,0,0,Poor Packaging,0,0
3,0,4,4,0,3,1414,Clothing;Home & Kitchen;Toys,UPI;Card;COD,1,2,1665,0,Early Access;Exclusive Deals;Cashback,3,BOGO;Surprise Gifts;Free Delivery,1,0,0,Delays,1,1
0,1,1,4,0,3,1583,Groceries;Beauty & Wellness;Home & Kitchen,Card;Wallet,0,2,2326,1,Cashback;Early Access;Exclusive Deals,3,Surprise Gifts;BOGO,3,1,0,None;Wrong Item;Payment Issues,1,0
1,0,4,4,1,3,2473,Clothing;Beauty & Wellness,COD;Wallet,3,1,3198,0,Recommendations,3,Surprise Gifts;BOGO;Free Delivery,1,0,0,Payment Issues;Delays,1,1
1,0,0,4,1,3,1419,Groceries;Home & Kitchen;Toys,COD,3,1,1735,0,Exclusive Deals;Cashback,0,Surprise Gifts;Free Delivery,0,1,1,Poor Packaging;Delays;Payment Issues,2,1
1,0,0,2,1,1,1906,Toys;Groceries;Beauty & Wellness,COD,0,1,2201,0,Cashback;Recommendations,2,Free Delivery,3,0,0,Wrong Item;Poor Packaging,2,3
4,1,4,3,2,3,2126,Clothing,Card;COD,1,2,3240,1,Exclusive Deals,0,Surprise Gifts;Free Delivery,0,1,1,Payment Issues,1,0
2,1,2,4,1,3,1481,Home & Kitchen;Groceries,UPI;COD;Card,0,0,3102,0,Recommendations;Exclusive Deals,2,Surprise Gifts;BOGO;Free Delivery,1,1,0,None;Payment Issues,2,1
3,0,2,4,2,3,1785,Groceries,Wallet;COD,2,2,3463,0,Exclusive Deals;Cashback;Recommendations,0,BOGO,3,1,0,Wrong Item;Payment Issues,2,1
1,1,4,4,0,2,1996,Toys;Clothing,UPI;Wallet,2,2,3176,0,Recommendations;Early Access,0,Surprise Gifts;BOGO,2,0,0,Poor Packaging;Payment Issues;None,2,1
2,1,1,4,0,2,1359,Toys;Beauty & Wellness;Groceries,UPI;COD,1,2,2986,0,Exclusive Deals;Recommendations,0,Free Delivery;BOGO,3,0,0,Payment Issues;Wrong Item,1,1
3,1,3,4,0,1,2089,Groceries;Home & Kitchen,Wallet;UPI,3,2,2910,1,Cashback;Exclusive Deals;Recommendations,3,Free Delivery;Surprise Gifts,2,0,1,Payment Issues;None,2,3
2,0,2,3,0,3,1271,Groceries;Toys;Electronics,COD,3,0,2978,1,Recommendations;Exclusive Deals,0,Flat Discounts;Free Delivery,1,0,0,Poor Packaging;Delays;None,0,0
0,0,5,4,3,3,1194,Toys;Home & Kitchen;Beauty & Wellness,UPI;COD,3,0,3053,1,Early Access;Recommendations,2,Surprise Gifts;BOGO;Flat Discounts,0,1,1,Delays;Payment Issues,2,0
1,1,0,4,2,3,683,Groceries;Clothing,Wallet;UPI;COD,0,2,2345,1,Recommendations;Cashback;Exclusive Deals,2,BOGO;Free Delivery,0,0,1,Poor Packaging;None;Delays,1,0
1,1,4,3,1,3,1297,Electronics;Groceries,COD;Card,0,0,2036,1,Exclusive Deals;Recommendations,2,Surprise Gifts,1,0,1,Delays,1,0
1,1,5,0,0,3,1110,Electronics;Groceries;Beauty & Wellness,UPI;Wallet;Card,1,1,3363,0,Recommendations;Cashback;Early Access,3,Flat Discounts,1,0,0,Payment Issues;Delays,1,1
2,0,4,4,2,1,1359,Groceries;Beauty & Wellness;Clothing,Wallet,2,0,1623,0,Early Access;Exclusive Deals;Cashback,0,BOGO;Free Delivery,1,0,0,Payment Issues;Wrong Item,2,3
3,0,0,4,0,1,1967,Home & Kitchen,COD,3,2,2281,1,Exclusive Deals;Recommendations;Cashback,0,BOGO;Flat Discounts,0,1,0,Delays,0,3
3,1,0,1,3,1,564,Home & Kitchen;Groceries,UPI;Card,2,2,1758,0,Recommendations;Exclusive Deals,1,Surprise Gifts;BOGO,0,1,0,Wrong Item,0,3
1,1,2,3,1,3,415,Electronics,UPI;COD;Card,0,2,604,0,Recommendations,3,Flat Discounts,2,0,0,None;Payment Issues,0,1
0,1,2,3,3,1,1150,Toys;Home & Kitchen;Clothing,COD,0,1,3045,0,Exclusive Deals;Cashback,2,Surprise Gifts,0,0,0,None;Poor Packaging,0,3
3,0,5,0,3,3,1876,Electronics,UPI;Wallet,0,2,3227,0,Early Access;Cashback;Exclusive Deals,2,Free Delivery;Surprise Gifts,0,0,0,Payment Issues,1,1
2,0,4,4,0,3,1773,Home & Kitchen;Clothing;Toys,Wallet;UPI;COD,2,2,2975,0,Cashback;Early Access,0,BOGO,0,0,0,Wrong Item;None;Poor Packaging,1,1
0,1,0,4,0,1,1140,Electronics,Card;UPI,1,2,1847,1,Cashback,2,BOGO,1,1,0,Wrong Item,0,3
3,1,5,1,1,0,2301,Groceries;Beauty & Wellness,UPI,1,2,2749,1,Cashback;Early Access;Exclusive Deals,0,Surprise Gifts;BOGO,1,1,1,Wrong Item;None,1,3
2,1,3,1,0,3,1204,Toys,UPI,0,1,1549,1,Cashback;Exclusive Deals,0,Surprise Gifts;Flat Discounts,0,0,0,Wrong Item;Payment Issues;Poor Packaging,0,0
1,0,5,2,0,3,1877,Electronics,COD;Wallet,3,0,2248,0,Early Access;Exclusive Deals;Recommendations,1,Flat Discounts;Free Delivery;Surprise Gifts,3,0,0,None;Poor Packaging,0,1
1,1,1,4,0,1,1382,Clothing;Beauty & Wellness;Home & Kitchen,COD,2,1,3512,1,Cashback;Early Access;Recommendations,3,BOGO,3,0,1,Payment Issues;Wrong Item;Poor Packaging,0,3
1,0,5,4,0,1,1078,Toys;Clothing,Wallet;UPI;COD,0,0,1580,0,Recommendations,0,Surprise Gifts,0,0,0,Payment Issues;None,2,3
0,0,1,4,0,3,1236,Groceries;Toys,Wallet;UPI,2,2,2801,1,Exclusive Deals,0,Free Delivery;BOGO,0,0,1,Payment Issues,0,0
1,1,1,3,0,1,2040,Electronics;Toys;Clothing,COD,2,2,3335,0,Cashback;Recommendations,0,Free Delivery,2,0,1,Payment Issues;None,1,3
2,1,1,4,0,3,1816,Toys;Electronics;Clothing,Wallet,1,2,2995,1,Early Access;Exclusive Deals,1,Surprise Gifts;Flat Discounts,0,0,1,Payment Issues;Poor Packaging,1,0
4,1,3,4,0,3,2180,Clothing;Electronics,UPI;Wallet;Card,0,2,3894,1,Recommendations;Early Access;Exclusive Deals,0,Flat Discounts;Free Delivery;Surprise Gifts,0,0,0,Poor Packaging;None;Delays,2,0
1,0,5,2,0,1,1816,Beauty & Wellness;Clothing,Wallet;UPI,1,2,3042,1,Early Access;Exclusive Deals;Cashback,3,Surprise Gifts;BOGO,1,0,0,Delays;Poor Packaging,0,3
1,0,5,4,0,1,633,Groceries;Electronics;Home & Kitchen,COD;Wallet;UPI,0,1,1016,1,Exclusive Deals,3,Flat Discounts;BOGO;Free Delivery,0,1,0,Wrong Item;Poor Packaging,0,3
1,0,3,4,1,2,2868,Home & Kitchen;Toys,COD,2,2,3484,1,Early Access,2,Free Delivery;BOGO,1,1,1,Delays;Wrong Item,2,0
3,0,0,4,2,3,1825,Groceries,Wallet;UPI;Card,1,1,3226,0,Cashback;Exclusive Deals;Recommendations,3,Surprise Gifts,3,0,0,Payment Issues,1,1
1,1,2,3,0,1,1908,Beauty & Wellness;Home & Kitchen,Wallet,2,2,2619,1,Recommendations,2,Surprise Gifts,0,0,0,Payment Issues;Delays,2,3
1,0,5,3,1,1,1373,Beauty & Wellness;Clothing;Toys,COD;Card,0,2,2222,1,Cashback,3,BOGO;Free Delivery,2,0,1,Poor Packaging;None,0,3
2,0,2,4,0,2,2267,Clothing;Electronics,UPI,3,2,3659,0,Recommendations,2,Free Delivery;Surprise Gifts,1,0,0,None;Wrong Item,1,1
1,1,4,3,0,3,944,Clothing;Beauty & Wellness,UPI;COD,1,2,2900,1,Recommendations;Early Access,0,BOGO;Flat Discounts;Surprise Gifts,0,0,1,None,2,0
0,2,4,4,1,1,1965,Groceries;Clothing;Electronics,Wallet;COD,1,2,2464,0,Recommendations;Exclusive Deals;Early Access,1,Surprise Gifts;Free Delivery;BOGO,1,1,1,Poor Packaging;Payment Issues;Delays,2,3
1,0,3,2,0,3,352,Groceries;Toys;Clothing,COD;UPI,2,2,1978,0,Recommendations;Exclusive Deals;Cashback,1,Flat Discounts,2,0,0,Wrong Item,1,1
0,0,4,2,1,3,2006,Home & Kitchen,Wallet;COD,2,2,4130,1,Exclusive Deals,1,Flat Discounts;Surprise Gifts;BOGO,0,0,0,Payment Issues,2,0
0,0,4,4,1,3,952,Beauty & Wellness;Toys;Groceries,COD;UPI;Card,3,2,3185,1,Exclusive Deals,0,Surprise Gifts;BOGO;Flat Discounts,1,0,1,Poor Packaging;None;Delays,1,0
1,0,0,4,1,3,1766,Beauty & Wellness,Card,1,2,2185,1,Cashback,1,Flat Discounts,2,1,1,Poor Packaging;None;Delays,0,0
1,0,0,2,0,3,2414,Electronics;Clothing;Home & Kitchen,UPI,0,1,3569,0,Exclusive Deals;Cashback;Early Access,3,BOGO;Flat Discounts;Free Delivery,3,1,1,None;Poor Packaging,0,1
3,1,0,2,2,1,2093,Groceries;Clothing,Wallet;COD;Card,0,1,2528,0,Exclusive Deals;Early Access,2,Free Delivery,1,0,1,Delays,2,3
1,1,4,3,0,3,2334,Groceries,UPI,1,2,4532,0,Recommendations,0,BOGO;Free Delivery,1,0,1,Payment Issues,0,1
1,0,3,0,0,1,2272,Clothing;Beauty & Wellness,Card;COD,1,1,2545,0,Exclusive Deals;Cashback;Recommendations,1,Surprise Gifts;Flat Discounts,1,0,0,None;Payment Issues,1,3
1,1,1,4,0,3,1285,Groceries;Toys,COD,1,1,3026,1,Exclusive Deals;Recommendations,3,Free Delivery;Flat Discounts,0,0,0,Payment Issues;Delays,2,0
4,1,1,1,0,3,1958,Toys;Home & Kitchen;Electronics,Card;COD;UPI,3,1,2558,0,Cashback;Recommendations,3,Surprise Gifts;Free Delivery;Flat Discounts,0,0,0,Wrong Item;Delays,2,1
1,1,2,2,0,3,565,Toys;Groceries,Card;COD;UPI,0,2,2788,0,Exclusive Deals,0,Flat Discounts,1,0,0,Poor Packaging;Wrong Item,2,1
0,1,1,3,2,3,1187,Clothing;Electronics;Home & Kitchen,UPI;Card;COD,0,2,3650,0,Recommendations;Exclusive Deals;Early Access,0,Surprise Gifts;Flat Discounts,0,0,0,None,0,1
3,0,1,2,0,3,2435,Groceries;Clothing,UPI;Card,2,1,4391,0,Recommendations,1,Flat Discounts,0,0,1,None;Wrong Item,2,1
0,0,0,4,0,3,1368,Toys;Home & Kitchen,Wallet;UPI;Card,2,2,3364,0,Exclusive Deals;Cashback;Recommendations,2,Surprise Gifts;Flat Discounts;Free Delivery,3,0,1,Delays;Poor Packaging;None,2,1
1,1,0,2,1,3,479,Groceries;Electronics;Toys,UPI,1,0,2242,1,Recommendations;Cashback;Exclusive Deals,1,Surprise Gifts;Free Delivery;Flat Discounts,3,1,0,None;Payment Issues,0,0
0,1,4,4,2,3,2808,Home & Kitchen;Clothing,Card,2,1,4626,1,Cashback,1,BOGO;Surprise Gifts;Free Delivery,2,0,1,None;Payment Issues;Poor Packaging,1,0
3,1,2,1,0,3,1937,Clothing,Wallet;UPI;COD,3,2,3815,0,Recommendations;Exclusive Deals;Early Access,0,BOGO,0,0,1,Wrong Item,0,1
1,0,5,3,3,3,2058,Clothing;Beauty & Wellness,Wallet;COD,0,2,2854,1,Early Access;Cashback;Exclusive Deals,1,Surprise Gifts;BOGO;Flat Discounts,2,0,1,Payment Issues,0,0
1,0,2,4,0,3,1011,Home & Kitchen;Groceries;Beauty & Wellness,UPI;Wallet,0,2,1842,0,Recommendations;Early Access,1,BOGO;Free Delivery;Flat Discounts,3,0,0,Poor Packaging;Wrong Item,2,1
0,1,2,3,0,2,1770,Home & Kitchen;Beauty & Wellness;Clothing,UPI;Wallet;COD,2,2,2964,1,Recommendations;Cashback;Early Access,2,BOGO;Free Delivery;Flat Discounts,1,0,0,Payment Issues,0,0
2,0,3,2,2,1,1754,Toys,COD;Wallet;UPI,1,2,2505,0,Cashback;Exclusive Deals;Early Access,3,Flat Discounts;BOGO,0,0,0,Wrong Item;Poor Packaging,2,3
0,0,4,1,1,1,1107,Electronics;Home & Kitchen;Beauty & Wellness,COD;Wallet,2,2,2301,0,Cashback;Exclusive Deals;Early Access,3,Surprise Gifts;BOGO,1,0,0,Payment Issues;Wrong Item,1,3
3,0,3,2,0,3,1498,Toys;Groceries;Electronics,Card,1,2,1643,1,Cashback;Exclusive Deals,2,Surprise Gifts,1,0,0,Payment Issues;None;Poor Packaging,1,0
0,0,2,2,0,1,699,Electronics;Toys;Clothing,Wallet;UPI,3,2,1869,0,Early Access;Exclusive Deals;Recommendations,3,Free Delivery,3,0,0,Delays;Wrong Item;None,2,3
0,1,2,3,0,1,1391,Home & Kitchen;Clothing;Toys,Wallet;Card,0,0,2936,0,Exclusive Deals,1,Surprise Gifts;Free Delivery,2,0,0,Poor Packaging;None;Wrong Item,0,3
0,0,2,4,1,1,2184,Home & Kitchen;Beauty & Wellness,Card;COD,3,2,4480,0,Exclusive Deals;Recommendations,2,Surprise Gifts;BOGO;Flat Discounts,3,1,1,Delays;None,1,3
1,1,1,3,0,3,1151,Toys,UPI;COD;Wallet,0,0,1706,1,Recommendations;Cashback,2,Free Delivery,1,0,1,Payment Issues;Delays;None,2,0
1,0,3,4,2,1,2744,Toys,Card;Wallet,3,0,4506,1,Exclusive Deals;Early Access;Recommendations,0,Free Delivery;Flat Discounts,2,0,1,Delays;Payment Issues,0,3
0,0,2,4,1,1,738,Beauty & Wellness;Electronics;Toys,COD;UPI,2,2,1803,1,Recommendations;Cashback;Exclusive Deals,3,Flat Discounts;BOGO,1,0,1,Poor Packaging;Payment Issues;None,1,3
2,0,0,4,0,3,1443,Beauty & Wellness,COD,3,1,3563,1,Recommendations;Exclusive Deals;Early Access,0,BOGO;Surprise Gifts,2,1,1,Delays;None,1,0
1,0,4,4,1,1,1206,Home & Kitchen,UPI;Card,3,2,2174,0,Exclusive Deals;Early Access,1,Flat Discounts,0,0,0,Delays;None;Payment Issues,1,3
1,1,4,3,0,3,1491,Beauty & Wellness;Home & Kitchen,Wallet;Card;UPI,2,1,3119,0,Early Access,2,Free Delivery;Flat Discounts,3,1,0,None,0,1
1,0,0,3,1,3,2422,Home & Kitchen,COD;UPI;Card,0,2,3522,0,Cashback;Early Access;Exclusive Deals,1,Surprise Gifts,3,1,0,None,2,1
1,2,4,3,0,0,1009,Toys;Groceries,COD,0,2,1882,0,Exclusive Deals,3,Surprise Gifts,1,0,0,None;Wrong Item,2,3
1,0,1,2,1,1,1329,Electronics;Beauty & Wellness;Groceries,UPI;COD,2,2,3720,0,Exclusive Deals,0,Surprise Gifts,1,0,0,Poor Packaging,1,3
0,1,1,0,3,3,1992,Toys,COD,3,2,3218,0,Recommendations;Cashback;Exclusive Deals,3,Surprise Gifts,3,0,0,Poor Packaging;None,2,1
0,1,5,2,0,3,1655,Home & Kitchen,UPI;Wallet;COD,3,2,2815,0,Early Access;Cashback,1,Surprise Gifts,1,1,0,Wrong Item;Payment Issues;Delays,0,1
2,1,5,4,0,3,1705,Electronics,Wallet;UPI,3,2,3482,0,Cashback,0,Flat Discounts;Surprise Gifts;Free Delivery,0,0,1,None,2,1
